name;dimension1;dimension2;dimension3;dimension4;dimension5;dimension6;dimension7;dimension8;dimension9;dimension10;dimension11;dimension12;example;authorTitle;authorSource1;authorSource2
Flexible pricing ;Solution pattern;Not necessarily digital;Product type not specified;No impact on differentiation;No impact on target customers;No impact on delivery process;No impact on sourcing;No impact on third parties involved;No impact on creation process;No impact on revenue model;Dynamic;Increase revenue;American Airlines;Remané et al.;Strauss and Frost;Tuff and Wunker
